Date,Open,High,Low,Close,Adj Close,Volume
1996-06-17,null,null,null,null,null,null
1996-06-18,null,null,null,null,null,null
1996-06-19,null,null,null,null,null,null
1996-06-20,null,null,null,null,null,null
1996-06-21,null,null,null,null,null,null
1996-06-24,null,null,null,null,null,null
1996-06-25,null,null,null,null,null,null
1996-06-26,null,null,null,null,null,null
1996-06-27,null,null,null,null,null,null
1996-06-28,10.403600,10.403600,10.403600,10.403600,3.241304,0
1996-07-01,null,null,null,null,null,null
1996-07-02,null,null,null,null,null,null
1996-07-03,null,null,null,null,null,null
1996-07-04,null,null,null,null,null,null
1996-07-05,null,null,null,null,null,null
1996-07-08,null,null,null,null,null,null
1996-07-09,null,null,null,null,null,null
1996-07-10,null,null,null,null,null,null
1996-07-11,null,null,null,null,null,null
1996-07-12,null,null,null,null,null,null
1996-07-15,null,null,null,null,null,null
1996-07-16,null,null,null,null,null,null
1996-07-17,null,null,null,null,null,null
1996-07-18,null,null,null,null,null,null
1996-07-19,null,null,null,null,null,null
1996-07-22,null,null,null,null,null,null
1996-07-23,null,null,null,null,null,null
1996-07-24,null,null,null,null,null,null
1996-07-25,null,null,null,null,null,null
1996-07-26,null,null,null,null,null,null
1996-07-29,null,null,null,null,null,null
1996-07-30,null,null,null,null,null,null
1996-07-31,10.373800,10.373800,10.373800,10.373800,3.232020,0
1996-08-01,null,null,null,null,null,null
1996-08-02,null,null,null,null,null,null
1996-08-05,null,null,null,null,null,null
1996-08-06,null,null,null,null,null,null
1996-08-07,null,null,null,null,null,null
1996-08-08,null,null,null,null,null,null
1996-08-09,null,null,null,null,null,null
1996-08-12,null,null,null,null,null,null
1996-08-13,null,null,null,null,null,null
1996-08-14,null,null,null,null,null,null
1996-08-15,null,null,null,null,null,null
1996-08-16,null,null,null,null,null,null
1996-08-19,null,null,null,null,null,null
1996-08-20,null,null,null,null,null,null
1996-08-21,null,null,null,null,null,null
1996-08-22,null,null,null,null,null,null
1996-08-23,null,null,null,null,null,null
1996-08-26,null,null,null,null,null,null
1996-08-27,null,null,null,null,null,null
1996-08-28,null,null,null,null,null,null
1996-08-29,null,null,null,null,null,null
1996-08-30,10.841300,10.841300,10.841300,10.841300,3.377673,0
1996-09-02,null,null,null,null,null,null
1996-09-03,null,null,null,null,null,null
1996-09-04,null,null,null,null,null,null
1996-09-05,null,null,null,null,null,null
1996-09-06,null,null,null,null,null,null
1996-09-09,null,null,null,null,null,null
1996-09-10,null,null,null,null,null,null
1996-09-11,null,null,null,null,null,null
1996-09-12,null,null,null,null,null,null
1996-09-13,null,null,null,null,null,null
1996-09-16,null,null,null,null,null,null
1996-09-17,null,null,null,null,null,null
1996-09-18,null,null,null,null,null,null
1996-09-19,null,null,null,null,null,null
1996-09-20,null,null,null,null,null,null
1996-09-23,null,null,null,null,null,null
1996-09-24,null,null,null,null,null,null
1996-09-25,null,null,null,null,null,null
1996-09-26,null,null,null,null,null,null
1996-09-27,null,null,null,null,null,null
1996-09-30,11.557400,11.557400,11.557400,11.557400,3.600778,0
1996-10-01,null,null,null,null,null,null
1996-10-02,null,null,null,null,null,null
1996-10-03,null,null,null,null,null,null
1996-10-04,null,null,null,null,null,null
1996-10-07,null,null,null,null,null,null
1996-10-08,null,null,null,null,null,null
1996-10-09,null,null,null,null,null,null
1996-10-10,null,null,null,null,null,null
1996-10-11,null,null,null,null,null,null
1996-10-14,null,null,null,null,null,null
1996-10-15,null,null,null,null,null,null
1996-10-16,null,null,null,null,null,null
1996-10-17,null,null,null,null,null,null
1996-10-18,null,null,null,null,null,null
1996-10-21,null,null,null,null,null,null
1996-10-22,null,null,null,null,null,null
1996-10-23,null,null,null,null,null,null
1996-10-24,null,null,null,null,null,null
1996-10-25,null,null,null,null,null,null
1996-10-28,null,null,null,null,null,null
1996-10-29,null,null,null,null,null,null
1996-10-30,null,null,null,null,null,null
1996-10-31,11.786100,11.786100,11.786100,11.786100,3.672030,0
1996-11-01,null,null,null,null,null,null
1996-11-04,null,null,null,null,null,null
1996-11-05,null,null,null,null,null,null
1996-11-06,null,null,null,null,null,null
1996-11-07,null,null,null,null,null,null
1996-11-08,null,null,null,null,null,null
1996-11-11,null,null,null,null,null,null
1996-11-12,null,null,null,null,null,null
1996-11-13,null,null,null,null,null,null
1996-11-14,null,null,null,null,null,null
1996-11-15,null,null,null,null,null,null
1996-11-18,null,null,null,null,null,null
1996-11-19,null,null,null,null,null,null
1996-11-20,null,null,null,null,null,null
1996-11-21,null,null,null,null,null,null
1996-11-22,null,null,null,null,null,null
1996-11-25,null,null,null,null,null,null
1996-11-26,null,null,null,null,null,null
1996-11-27,null,null,null,null,null,null
1996-11-28,null,null,null,null,null,null
1996-11-29,11.915400,11.915400,11.915400,11.915400,3.712314,0
1996-12-02,null,null,null,null,null,null
1996-12-03,null,null,null,null,null,null
1996-12-04,null,null,null,null,null,null
1996-12-05,null,null,null,null,null,null
1996-12-06,null,null,null,null,null,null
1996-12-09,null,null,null,null,null,null
1996-12-10,null,null,null,null,null,null
1996-12-11,null,null,null,null,null,null
1996-12-12,null,null,null,null,null,null
1996-12-13,null,null,null,null,null,null
1996-12-16,null,null,null,null,null,null
1996-12-17,null,null,null,null,null,null
1996-12-18,null,null,null,null,null,null
1996-12-19,null,null,null,null,null,null
1996-12-20,null,null,null,null,null,null
1996-12-23,null,null,null,null,null,null
1996-12-24,null,null,null,null,null,null
1996-12-25,null,null,null,null,null,null
1996-12-26,null,null,null,null,null,null
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,11.975100,11.975100,11.975100,11.975100,3.730914,0
1997-01-01,null,null,null,null,null,null
1997-01-02,null,null,null,null,null,null
1997-01-03,null,null,null,null,null,null
1997-01-06,null,null,null,null,null,null
1997-01-07,null,null,null,null,null,null
1997-01-08,null,null,null,null,null,null
1997-01-09,null,null,null,null,null,null
1997-01-10,null,null,null,null,null,null
1997-01-13,null,null,null,null,null,null
1997-01-14,null,null,null,null,null,null
1997-01-15,null,null,null,null,null,null
1997-01-16,null,null,null,null,null,null
1997-01-17,null,null,null,null,null,null
1997-01-20,null,null,null,null,null,null
1997-01-21,null,null,null,null,null,null
1997-01-22,null,null,null,null,null,null
1997-01-23,null,null,null,null,null,null
1997-01-24,null,null,null,null,null,null
1997-01-27,null,null,null,null,null,null
1997-01-28,null,null,null,null,null,null
1997-01-29,null,null,null,null,null,null
1997-01-30,null,null,null,null,null,null
1997-01-31,12.691200,12.691200,12.691200,12.691200,3.954019,0
1997-02-03,null,null,null,null,null,null
1997-02-04,null,null,null,null,null,null
1997-02-05,null,null,null,null,null,null
1997-02-06,null,null,null,null,null,null
1997-02-07,null,null,null,null,null,null
1997-02-10,null,null,null,null,null,null
1997-02-11,null,null,null,null,null,null
1997-02-12,null,null,null,null,null,null
1997-02-13,null,null,null,null,null,null
1997-02-14,null,null,null,null,null,null
1997-02-17,null,null,null,null,null,null
1997-02-18,null,null,null,null,null,null
1997-02-19,null,null,null,null,null,null
1997-02-20,null,null,null,null,null,null
1997-02-21,null,null,null,null,null,null
1997-02-24,null,null,null,null,null,null
1997-02-25,null,null,null,null,null,null
1997-02-26,null,null,null,null,null,null
1997-02-27,null,null,null,null,null,null
1997-02-28,12.750900,12.750900,12.750900,12.750900,3.972619,0
1997-03-03,null,null,null,null,null,null
1997-03-04,null,null,null,null,null,null
1997-03-05,null,null,null,null,null,null
1997-03-06,null,null,null,null,null,null
1997-03-07,null,null,null,null,null,null
1997-03-10,null,null,null,null,null,null
1997-03-11,null,null,null,null,null,null
1997-03-12,null,null,null,null,null,null
1997-03-13,null,null,null,null,null,null
1997-03-14,null,null,null,null,null,null
1997-03-17,null,null,null,null,null,null
1997-03-18,null,null,null,null,null,null
1997-03-19,null,null,null,null,null,null
1997-03-20,null,null,null,null,null,null
1997-03-21,null,null,null,null,null,null
1997-03-24,null,null,null,null,null,null
1997-03-25,null,null,null,null,null,null
1997-03-26,null,null,null,null,null,null
1997-03-27,12.681300,12.681300,12.681300,12.681300,3.950935,0
1997-03-28,null,null,null,null,null,null
1997-03-31,null,null,null,null,null,null
1997-04-01,null,null,null,null,null,null
1997-04-02,null,null,null,null,null,null
1997-04-03,null,null,null,null,null,null
1997-04-04,null,null,null,null,null,null
1997-04-07,null,null,null,null,null,null
1997-04-08,null,null,null,null,null,null
1997-04-09,null,null,null,null,null,null
1997-04-10,null,null,null,null,null,null
1997-04-11,null,null,null,null,null,null
1997-04-14,null,null,null,null,null,null
1997-04-15,null,null,null,null,null,null
1997-04-16,null,null,null,null,null,null
1997-04-17,null,null,null,null,null,null
1997-04-18,null,null,null,null,null,null
1997-04-21,null,null,null,null,null,null
1997-04-22,null,null,null,null,null,null
1997-04-23,null,null,null,null,null,null
1997-04-24,null,null,null,null,null,null
1997-04-25,null,null,null,null,null,null
1997-04-28,null,null,null,null,null,null
1997-04-29,null,null,null,null,null,null
1997-04-30,13.845000,13.845000,13.845000,13.845000,4.313493,0
1997-05-01,null,null,null,null,null,null
1997-05-02,null,null,null,null,null,null
1997-05-05,null,null,null,null,null,null
1997-05-06,null,null,null,null,null,null
1997-05-07,null,null,null,null,null,null
1997-05-08,null,null,null,null,null,null
1997-05-09,null,null,null,null,null,null
1997-05-12,null,null,null,null,null,null
1997-05-13,null,null,null,null,null,null
1997-05-14,null,null,null,null,null,null
1997-05-15,null,null,null,null,null,null
1997-05-16,null,null,null,null,null,null
1997-05-19,null,null,null,null,null,null
1997-05-20,null,null,null,null,null,null
1997-05-21,null,null,null,null,null,null
1997-05-22,null,null,null,null,null,null
1997-05-23,null,null,null,null,null,null
1997-05-26,null,null,null,null,null,null
1997-05-27,null,null,null,null,null,null
1997-05-28,null,null,null,null,null,null
1997-05-29,null,null,null,null,null,null
1997-05-30,14.038900,14.038900,14.038900,14.038900,4.373904,0
1997-06-02,null,null,null,null,null,null
1997-06-03,null,null,null,null,null,null
1997-06-04,null,null,null,null,null,null
1997-06-05,null,null,null,null,null,null
1997-06-06,null,null,null,null,null,null
1997-06-09,null,null,null,null,null,null
1997-06-10,null,null,null,null,null,null
1997-06-11,null,null,null,null,null,null
1997-06-12,null,null,null,null,null,null
1997-06-13,null,null,null,null,null,null
1997-06-16,null,null,null,null,null,null
1997-06-17,null,null,null,null,null,null
1997-06-18,null,null,null,null,null,null
1997-06-19,null,null,null,null,null,null
1997-06-20,null,null,null,null,null,null
1997-06-23,null,null,null,null,null,null
1997-06-24,null,null,null,null,null,null
1997-06-25,null,null,null,null,null,null
1997-06-26,null,null,null,null,null,null
1997-06-27,null,null,null,null,null,null
1997-06-30,15.913800,15.913800,15.913800,15.913800,4.958041,0
1997-07-01,null,null,null,null,null,null
1997-07-02,null,null,null,null,null,null
1997-07-03,null,null,null,null,null,null
1997-07-04,null,null,null,null,null,null
1997-07-07,null,null,null,null,null,null
1997-07-08,null,null,null,null,null,null
1997-07-09,null,null,null,null,null,null
1997-07-10,null,null,null,null,null,null
1997-07-11,null,null,null,null,null,null
1997-07-14,null,null,null,null,null,null
1997-07-15,null,null,null,null,null,null
1997-07-16,null,null,null,null,null,null
1997-07-17,null,null,null,null,null,null
1997-07-18,null,null,null,null,null,null
1997-07-21,null,null,null,null,null,null
1997-07-22,null,null,null,null,null,null
1997-07-23,null,null,null,null,null,null
1997-07-24,null,null,null,null,null,null
1997-07-25,null,null,null,null,null,null
1997-07-28,null,null,null,null,null,null
1997-07-29,null,null,null,null,null,null
1997-07-30,null,null,null,null,null,null
1997-07-31,16.560301,16.560301,16.560301,16.560301,5.159461,0
1997-08-01,null,null,null,null,null,null
1997-08-04,null,null,null,null,null,null
1997-08-05,null,null,null,null,null,null
1997-08-06,null,null,null,null,null,null
1997-08-07,null,null,null,null,null,null
1997-08-08,null,null,null,null,null,null
1997-08-11,null,null,null,null,null,null
1997-08-12,null,null,null,null,null,null
1997-08-13,null,null,null,null,null,null
1997-08-14,null,null,null,null,null,null
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,null,null,null,null,null,null
1997-08-20,null,null,null,null,null,null
1997-08-21,null,null,null,null,null,null
1997-08-22,null,null,null,null,null,null
1997-08-25,null,null,null,null,null,null
1997-08-26,null,null,null,null,null,null
1997-08-27,null,null,null,null,null,null
1997-08-28,null,null,null,null,null,null
1997-08-29,14.959000,14.959000,14.959000,14.959000,4.660565,0
1997-09-01,null,null,null,null,null,null
1997-09-02,null,null,null,null,null,null
1997-09-03,null,null,null,null,null,null
1997-09-04,null,null,null,null,null,null
1997-09-05,null,null,null,null,null,null
1997-09-08,null,null,null,null,null,null
1997-09-09,null,null,null,null,null,null
1997-09-10,null,null,null,null,null,null
1997-09-11,null,null,null,null,null,null
1997-09-12,null,null,null,null,null,null
1997-09-15,null,null,null,null,null,null
1997-09-16,null,null,null,null,null,null
1997-09-17,null,null,null,null,null,null
1997-09-18,null,null,null,null,null,null
1997-09-19,null,null,null,null,null,null
1997-09-22,null,null,null,null,null,null
1997-09-23,null,null,null,null,null,null
1997-09-24,null,null,null,null,null,null
1997-09-25,null,null,null,null,null,null
1997-09-26,null,null,null,null,null,null
1997-09-29,null,null,null,null,null,null
1997-09-30,16.948200,16.948200,16.948200,16.948200,5.280312,0
1997-10-01,null,null,null,null,null,null
1997-10-02,null,null,null,null,null,null
1997-10-03,null,null,null,null,null,null
1997-10-06,null,null,null,null,null,null
1997-10-07,null,null,null,null,null,null
1997-10-08,null,null,null,null,null,null
1997-10-09,null,null,null,null,null,null
1997-10-10,null,null,null,null,null,null
1997-10-13,null,null,null,null,null,null
1997-10-14,null,null,null,null,null,null
1997-10-15,null,null,null,null,null,null
1997-10-16,null,null,null,null,null,null
1997-10-17,null,null,null,null,null,null
1997-10-20,null,null,null,null,null,null
1997-10-21,null,null,null,null,null,null
1997-10-22,null,null,null,null,null,null
1997-10-23,null,null,null,null,null,null
1997-10-24,null,null,null,null,null,null
1997-10-27,null,null,null,null,null,null
1997-10-28,null,null,null,null,null,null
1997-10-29,null,null,null,null,null,null
1997-10-30,null,null,null,null,null,null
1997-10-31,16.261900,16.261900,16.261900,16.261900,5.066492,0
1997-11-03,null,null,null,null,null,null
1997-11-04,null,null,null,null,null,null
1997-11-05,null,null,null,null,null,null
1997-11-06,null,null,null,null,null,null
1997-11-07,null,null,null,null,null,null
1997-11-10,null,null,null,null,null,null
1997-11-11,null,null,null,null,null,null
1997-11-12,null,null,null,null,null,null
1997-11-13,null,null,null,null,null,null
1997-11-14,null,null,null,null,null,null
1997-11-17,null,null,null,null,null,null
1997-11-18,null,null,null,null,null,null
1997-11-19,null,null,null,null,null,null
1997-11-20,null,null,null,null,null,null
1997-11-21,null,null,null,null,null,null
1997-11-24,null,null,null,null,null,null
1997-11-25,null,null,null,null,null,null
1997-11-26,null,null,null,null,null,null
1997-11-27,null,null,null,null,null,null
1997-11-28,17.256500,17.256500,17.256500,17.256500,5.376365,0
1997-12-01,null,null,null,null,null,null
1997-12-02,null,null,null,null,null,null
1997-12-03,null,null,null,null,null,null
1997-12-04,null,null,null,null,null,null
1997-12-05,null,null,null,null,null,null
1997-12-08,null,null,null,null,null,null
1997-12-09,null,null,null,null,null,null
1997-12-10,null,null,null,null,null,null
1997-12-11,null,null,null,null,null,null
1997-12-12,null,null,null,null,null,null
1997-12-15,null,null,null,null,null,null
1997-12-16,null,null,null,null,null,null
1997-12-17,null,null,null,null,null,null
1997-12-18,null,null,null,null,null,null
1997-12-19,null,null,null,null,null,null
1997-12-22,null,null,null,null,null,null
1997-12-23,null,null,null,null,null,null
1997-12-24,null,null,null,null,null,null
1997-12-25,null,null,null,null,null,null
1997-12-26,null,null,null,null,null,null
1997-12-29,null,null,null,null,null,null
1997-12-30,null,null,null,null,null,null
1997-12-31,17.505199,17.505199,17.505199,17.505199,5.453850,0
1998-01-01,null,null,null,null,null,null
1998-01-02,null,null,null,null,null,null
1998-01-05,null,null,null,null,null,null
1998-01-06,null,null,null,null,null,null
1998-01-07,null,null,null,null,null,null
1998-01-08,null,null,null,null,null,null
1998-01-09,null,null,null,null,null,null
1998-01-12,null,null,null,null,null,null
1998-01-13,null,null,null,null,null,null
1998-01-14,null,null,null,null,null,null
1998-01-15,null,null,null,null,null,null
1998-01-16,null,null,null,null,null,null
1998-01-19,null,null,null,null,null,null
1998-01-20,null,null,null,null,null,null
1998-01-21,null,null,null,null,null,null
1998-01-22,null,null,null,null,null,null
1998-01-23,null,null,null,null,null,null
1998-01-26,null,null,null,null,null,null
1998-01-27,null,null,null,null,null,null
1998-01-28,null,null,null,null,null,null
1998-01-29,null,null,null,null,null,null
1998-01-30,18.151600,18.151600,18.151600,18.151600,5.655238,0
1998-02-02,null,null,null,null,null,null
1998-02-03,null,null,null,null,null,null
1998-02-04,null,null,null,null,null,null
1998-02-05,null,null,null,null,null,null
1998-02-06,null,null,null,null,null,null
1998-02-09,null,null,null,null,null,null
1998-02-10,null,null,null,null,null,null
1998-02-11,null,null,null,null,null,null
1998-02-12,null,null,null,null,null,null
1998-02-13,null,null,null,null,null,null
1998-02-16,null,null,null,null,null,null
1998-02-17,null,null,null,null,null,null
1998-02-18,null,null,null,null,null,null
1998-02-19,null,null,null,null,null,null
1998-02-20,null,null,null,null,null,null
1998-02-23,null,null,null,null,null,null
1998-02-24,null,null,null,null,null,null
1998-02-25,null,null,null,null,null,null
1998-02-26,null,null,null,null,null,null
1998-02-27,18.151600,18.151600,18.151600,18.151600,5.655238,0
1998-03-02,null,null,null,null,null,null
1998-03-03,null,null,null,null,null,null
1998-03-04,null,null,null,null,null,null
1998-03-05,null,null,null,null,null,null
1998-03-06,null,null,null,null,null,null
1998-03-09,null,null,null,null,null,null
1998-03-10,null,null,null,null,null,null
1998-03-11,null,null,null,null,null,null
1998-03-12,null,null,null,null,null,null
1998-03-13,null,null,null,null,null,null
1998-03-16,null,null,null,null,null,null
1998-03-17,null,null,null,null,null,null
1998-03-18,null,null,null,null,null,null
1998-03-19,null,null,null,null,null,null
1998-03-20,null,null,null,null,null,null
1998-03-23,null,null,null,null,null,null
1998-03-24,null,null,null,null,null,null
1998-03-25,null,null,null,null,null,null
1998-03-26,null,null,null,null,null,null
1998-03-27,null,null,null,null,null,null
1998-03-30,null,null,null,null,null,null
1998-03-31,17.833401,17.833401,17.833401,17.833401,5.556104,0
1998-04-01,null,null,null,null,null,null
1998-04-02,null,null,null,null,null,null
1998-04-03,null,null,null,null,null,null
1998-04-06,null,null,null,null,null,null
1998-04-07,null,null,null,null,null,null
1998-04-08,null,null,null,null,null,null
1998-04-09,null,null,null,null,null,null
1998-04-10,null,null,null,null,null,null
1998-04-13,null,null,null,null,null,null
1998-04-14,null,null,null,null,null,null
1998-04-15,null,null,null,null,null,null
1998-04-16,null,null,null,null,null,null
1998-04-17,null,null,null,null,null,null
1998-04-20,null,null,null,null,null,null
1998-04-21,null,null,null,null,null,null
1998-04-22,null,null,null,null,null,null
1998-04-23,null,null,null,null,null,null
1998-04-24,null,null,null,null,null,null
1998-04-27,null,null,null,null,null,null
1998-04-28,null,null,null,null,null,null
1998-04-29,null,null,null,null,null,null
1998-04-30,18.300800,18.300800,18.300800,18.300800,5.701724,0
1998-05-01,null,null,null,null,null,null
1998-05-04,null,null,null,null,null,null
1998-05-05,null,null,null,null,null,null
1998-05-06,null,null,null,null,null,null
1998-05-07,null,null,null,null,null,null
1998-05-08,null,null,null,null,null,null
1998-05-11,null,null,null,null,null,null
1998-05-12,null,null,null,null,null,null
1998-05-13,null,null,null,null,null,null
1998-05-14,null,null,null,null,null,null
1998-05-15,null,null,null,null,null,null
1998-05-18,null,null,null,null,null,null
1998-05-19,null,null,null,null,null,null
1998-05-20,null,null,null,null,null,null
1998-05-21,null,null,null,null,null,null
1998-05-22,null,null,null,null,null,null
1998-05-25,null,null,null,null,null,null
1998-05-26,null,null,null,null,null,null
1998-05-27,null,null,null,null,null,null
1998-05-28,null,null,null,null,null,null
1998-05-29,18.688700,18.688700,18.688700,18.688700,5.822576,0
1998-06-01,null,null,null,null,null,null
1998-06-02,null,null,null,null,null,null
1998-06-03,null,null,null,null,null,null
1998-06-04,null,null,null,null,null,null
1998-06-05,null,null,null,null,null,null
1998-06-08,null,null,null,null,null,null
1998-06-09,null,null,null,null,null,null
1998-06-10,null,null,null,null,null,null
1998-06-11,null,null,null,null,null,null
1998-06-12,null,null,null,null,null,null
1998-06-15,null,null,null,null,null,null
1998-06-16,null,null,null,null,null,null
1998-06-17,null,null,null,null,null,null
1998-06-18,null,null,null,null,null,null
1998-06-19,null,null,null,null,null,null
1998-06-22,null,null,null,null,null,null
1998-06-23,null,null,null,null,null,null
1998-06-24,null,null,null,null,null,null
1998-06-25,null,null,null,null,null,null
1998-06-26,null,null,null,null,null,null
1998-06-29,null,null,null,null,null,null
1998-06-30,18.738501,18.738501,18.738501,18.738501,5.838093,0
1998-07-01,null,null,null,null,null,null
1998-07-02,null,null,null,null,null,null
1998-07-03,null,null,null,null,null,null
1998-07-06,null,null,null,null,null,null
1998-07-07,null,null,null,null,null,null
1998-07-08,null,null,null,null,null,null
1998-07-09,null,null,null,null,null,null
1998-07-10,null,null,null,null,null,null
1998-07-13,null,null,null,null,null,null
1998-07-14,null,null,null,null,null,null
1998-07-15,null,null,null,null,null,null
1998-07-16,null,null,null,null,null,null
1998-07-17,null,null,null,null,null,null
1998-07-20,null,null,null,null,null,null
1998-07-21,null,null,null,null,null,null
1998-07-22,null,null,null,null,null,null
1998-07-23,null,null,null,null,null,null
1998-07-24,null,null,null,null,null,null
1998-07-27,null,null,null,null,null,null
1998-07-28,null,null,null,null,null,null
1998-07-29,null,null,null,null,null,null
1998-07-30,null,null,null,null,null,null
1998-07-31,20.439301,20.439301,20.439301,20.439301,6.367988,0
1998-08-03,null,null,null,null,null,null
1998-08-04,null,null,null,null,null,null
1998-08-05,null,null,null,null,null,null
1998-08-06,null,null,null,null,null,null
1998-08-07,null,null,null,null,null,null
1998-08-10,null,null,null,null,null,null
1998-08-11,null,null,null,null,null,null
1998-08-12,null,null,null,null,null,null
1998-08-13,null,null,null,null,null,null
1998-08-14,null,null,null,null,null,null
1998-08-17,null,null,null,null,null,null
1998-08-18,null,null,null,null,null,null
1998-08-19,null,null,null,null,null,null
1998-08-20,null,null,null,null,null,null
1998-08-21,null,null,null,null,null,null
1998-08-24,null,null,null,null,null,null
1998-08-25,null,null,null,null,null,null
1998-08-26,null,null,null,null,null,null
1998-08-27,null,null,null,null,null,null
1998-08-28,null,null,null,null,null,null
1998-08-31,18.499800,18.499800,18.499800,18.499800,5.763724,0
1998-09-01,null,null,null,null,null,null
1998-09-02,null,null,null,null,null,null
1998-09-03,null,null,null,null,null,null
1998-09-04,null,null,null,null,null,null
1998-09-07,null,null,null,null,null,null
1998-09-08,null,null,null,null,null,null
1998-09-09,null,null,null,null,null,null
1998-09-10,null,null,null,null,null,null
1998-09-11,null,null,null,null,null,null
1998-09-14,null,null,null,null,null,null
1998-09-15,null,null,null,null,null,null
1998-09-16,null,null,null,null,null,null
1998-09-17,null,null,null,null,null,null
1998-09-18,null,null,null,null,null,null
1998-09-21,null,null,null,null,null,null
1998-09-22,null,null,null,null,null,null
1998-09-23,null,null,null,null,null,null
1998-09-24,null,null,null,null,null,null
1998-09-25,null,null,null,null,null,null
1998-09-28,null,null,null,null,null,null
1998-09-29,null,null,null,null,null,null
1998-09-30,19.852400,19.852400,19.852400,19.852400,6.185134,0
1998-10-01,null,null,null,null,null,null
1998-10-02,null,null,null,null,null,null
1998-10-05,null,null,null,null,null,null
1998-10-06,null,null,null,null,null,null
1998-10-07,null,null,null,null,null,null
1998-10-08,null,null,null,null,null,null
1998-10-09,null,null,null,null,null,null
1998-10-12,null,null,null,null,null,null
1998-10-13,null,null,null,null,null,null
1998-10-14,null,null,null,null,null,null
1998-10-15,null,null,null,null,null,null
1998-10-16,null,null,null,null,null,null
1998-10-19,null,null,null,null,null,null
1998-10-20,null,null,null,null,null,null
1998-10-21,null,null,null,null,null,null
1998-10-22,null,null,null,null,null,null
1998-10-23,null,null,null,null,null,null
1998-10-26,null,null,null,null,null,null
1998-10-27,null,null,null,null,null,null
1998-10-28,null,null,null,null,null,null
1998-10-29,null,null,null,null,null,null
1998-10-30,19.782801,19.782801,19.782801,19.782801,6.163450,0
1998-11-02,null,null,null,null,null,null
1998-11-03,null,null,null,null,null,null
1998-11-04,null,null,null,null,null,null
1998-11-05,null,null,null,null,null,null
1998-11-06,null,null,null,null,null,null
1998-11-09,null,null,null,null,null,null
1998-11-10,null,null,null,null,null,null
1998-11-11,null,null,null,null,null,null
1998-11-12,null,null,null,null,null,null
1998-11-13,null,null,null,null,null,null
1998-11-16,null,null,null,null,null,null
1998-11-17,null,null,null,null,null,null
1998-11-18,null,null,null,null,null,null
1998-11-19,null,null,null,null,null,null
1998-11-20,null,null,null,null,null,null
1998-11-23,null,null,null,null,null,null
1998-11-24,null,null,null,null,null,null
1998-11-25,null,null,null,null,null,null
1998-11-26,null,null,null,null,null,null
1998-11-27,null,null,null,null,null,null
1998-11-30,21.831699,21.831699,21.831699,21.831699,6.801798,0
1998-12-01,null,null,null,null,null,null
1998-12-02,null,null,null,null,null,null
1998-12-03,null,null,null,null,null,null
1998-12-04,null,null,null,null,null,null
1998-12-07,null,null,null,null,null,null
1998-12-08,null,null,null,null,null,null
1998-12-09,null,null,null,null,null,null
1998-12-10,null,null,null,null,null,null
1998-12-11,null,null,null,null,null,null
1998-12-14,null,null,null,null,null,null
1998-12-15,null,null,null,null,null,null
1998-12-16,null,null,null,null,null,null
1998-12-17,null,null,null,null,null,null
1998-12-18,null,null,null,null,null,null
1998-12-21,null,null,null,null,null,null
1998-12-22,null,null,null,null,null,null
1998-12-23,null,null,null,null,null,null
1998-12-24,null,null,null,null,null,null
1998-12-25,null,null,null,null,null,null
1998-12-28,null,null,null,null,null,null
1998-12-29,null,null,null,null,null,null
1998-12-30,null,null,null,null,null,null
1998-12-31,23.025200,23.025200,23.025200,23.025200,7.173639,0
1999-01-01,null,null,null,null,null,null
1999-01-04,23.443001,23.443001,22.776600,22.776600,7.096184,1050290
1999-01-05,23.144600,23.144600,22.776600,22.786501,7.099270,1763573
1999-01-06,23.075001,23.075001,22.925800,22.970600,7.156629,1385310
1999-01-07,23.771200,23.771200,23.114799,23.572300,7.344091,2657203
1999-01-08,23.393299,23.393299,22.975500,23.075001,7.189155,929049
1999-01-11,23.224199,23.224199,22.726900,22.832300,7.113537,763036
1999-01-12,22.671200,22.671200,22.428499,22.577700,7.034217,878735
1999-01-13,22.428499,22.428499,22.219601,22.245501,6.930719,1347803
1999-01-14,22.159901,22.159901,21.931200,22.030600,6.863765,1034307
1999-01-15,22.478201,22.478201,21.782000,22.433500,6.989291,1230629
1999-01-18,22.776600,22.776600,22.487200,22.726900,7.080702,984561
1999-01-19,23.075001,23.075001,22.775600,22.975500,7.158154,869673
1999-01-20,22.925800,22.925800,22.587601,22.726900,7.080702,1667558
1999-01-21,22.776600,22.776600,22.567699,22.627399,7.049701,1217624
1999-01-22,22.577700,22.577700,22.239500,22.577700,7.034217,704867
1999-01-25,22.577700,22.577700,22.378700,22.537901,7.021816,691858
1999-01-26,null,null,null,null,null,null
1999-01-27,22.965599,22.965599,22.726900,22.915800,7.139554,1463623
1999-01-28,23.472799,23.472799,22.876101,23.423100,7.297607,1572709
1999-01-29,23.930300,23.930300,23.423100,23.793100,7.412882,8360478
1999-02-01,24.169100,24.169100,23.860701,24.019899,7.483544,984708
1999-02-02,24.059601,24.059601,23.721500,23.740400,7.396465,1073161
1999-02-03,23.870701,23.870701,23.592199,23.791100,7.412260,992463
1999-02-04,24.009899,24.009899,23.820900,23.930300,7.455628,925356
1999-02-05,24.119301,24.119301,23.870701,23.969101,7.467717,729585
